acc_x,acc_y,acc_z,v_dc,i_dc,v_ac,i_ac,time,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
7.7456496,4.3713072,1.9939296,0.562021484375,5.296897888183594e-05,0.34029296875,8.211135864257815e-06,18.35,26.95,217.43000000000004,64.36999999999999,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.2946176000000005,2.1473088,0.5380859375,5.040550231933594e-05,0.3410351562499999,6.746292114257814e-06,18.36,26.949999999999996,217.54,64.33,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.592270399999999,4.3713072,2.3773776,0.51841796875,6.761741638183594e-05,0.3232226562499999,7.112503051757814e-06,18.37,26.929999999999982,217.67000000000004,64.31999999999998,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.4479968,2.3773776,0.5618359374999999,5.040550231933594e-05,0.30392578125,7.844924926757815e-06,18.38,26.860000000000007,217.87999999999997,64.29,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.3713072,2.6074464,0.5291796875,5.187034606933594e-05,0.30318359375,6.380081176757814e-06,18.39,26.809999999999995,217.97,64.27,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.1412384,2.4540672,0.533076171875,6.285667419433593e-05,0.2950195312499999,6.746292114257814e-06,18.4,26.760000000000005,218.05,64.24,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.1412384,2.4540672,0.557568359375,5.150413513183594e-05,0.2790625,5.647659301757813e-06,18.41,26.719999999999995,218.15,64.24,-0.31,-0.95,0.04,-0.01,0.07,-0.16
8.205787200000001,4.1412384,2.1473088,0.52064453125,4.8208236694335935e-05,0.26978515625,6.746292114257814e-06,18.42,26.669999999999995,218.30000000000004,64.21,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.217928000000001,2.3773776,0.54884765625,6.285667419433593e-05,0.288896484375,6.013870239257813e-06,18.43,26.65,218.36,64.19,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.1412384,2.4540672,0.5479199218749999,4.9673080444335936e-05,0.27794921875,6.380081176757814e-06,18.44,26.63999999999999,218.42000000000002,64.18,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.3713072,2.6074464,0.513037109375,5.553245544433594e-05,0.263662109375,5.647659301757813e-06,18.45,26.6,218.49,64.16,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.4479968,2.4540672,0.56109375,5.296897888183594e-05,0.266630859375,6.380081176757814e-06,18.46,26.6,218.53,64.17,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.3713072,2.5307568,0.533818359375,5.040550231933594e-05,0.288525390625,6.013870239257813e-06,18.47,26.6,218.62,64.21,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.9757184,4.1412384,2.4540672,0.5247265624999999,6.468772888183594e-05,0.271640625,4.915237426757816e-06,18.48,26.599999999999998,218.68,64.22,-0.31,-0.95,0.04,-0.01,0.07,-0.16
